link_noticia,titulo,data_hora,tags
https://g1.globo.com/politica/noticia/2019/10/08/ex-superintendente-da-pf-do-rio-e-nomeado-para-comandar-repressao-a-lavagem-de-dinheiro.ghtml,Ex-superintendente da PF do Rio é nomeado para comandar repressão à lavagem de dinheiro, 08/10/2019 09h52 , Rio de Janeiro 
https://g1.globo.com/economia/imposto-de-renda/2019/noticia/2019/10/08/receita-federal-abre-consultas-ao-5o-lote-do-ir-2019-nesta-terca-feira.ghtml,Receita Federal abre consultas ao 5º lote do IR 2019, 08/10/2019 06h59 , Receita Federal 
https://g1.globo.com/mundo/noticia/2019/10/08/equador-transfere-sede-do-governo-de-quito-para-guaiaquil-anuncia-presidente-lenin-moreno.ghtml,"Equador transfere sede do governo de Quito para Guayaquil, anuncia presidente Lenín Moreno", 08/10/2019 00h18 , Equador 
https://g1.globo.com/mundo/noticia/2019/10/08/brasileiros-que-cruzam-americas-de-moto-enfrentam-ameacas-para-entrar-no-equador.ghtml,Brasileiros que cruzam Américas de moto enfrentam ameaças para entrar no Equador, 08/10/2019 00h30 , Equador 
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/08/conselho-tutelar-veja-o-resultado-da-eleicao-no-rio-em-2019.ghtml,Conselho Tutelar: veja o resultado preliminar da eleição no Rio em 2019, 08/10/2019 06h18 , Rio de Janeiro 
https://g1.globo.com/mg/minas-gerais/noticia/2019/10/09/ministerio-publico-pede-a-abertura-de-novo-inquerito-contra-ministro-do-turismo-por-caixa-dois.ghtml,Ministério Público pede a abertura de novo inquérito contra ministro do turismo por caixa dois, 09/10/2019 20h03 , Belo Horizonte 
https://g1.globo.com/politica/noticia/2019/10/09/bolsonaro-diz-que-permanece-no-psl-e-compara-crise-no-partido-a-briga-de-marido-e-mulher.ghtml,Bolsonaro diz que permanece no PSL e compara crise no partido a 'briga de marido e mulher', 09/10/2019 18h56 , Jair Bolsonaro 
https://g1.globo.com/politica/noticia/2019/10/09/congresso-aprova-texto-base-da-lei-de-diretrizes-orcamentarias.ghtml,Congresso aprova Lei de Diretrizes Orçamentárias; texto vai à sanção, 09/10/2019 14h22 , Câmara dos Deputados 
https://g1.globo.com/al/alagoas/noticia/2019/10/09/ibama-encontra-manchas-de-oleo-em-trecho-da-foz-do-rio-sao-francisco-em-al.ghtml,"Ibama encontra manchas de óleo em trecho da foz do Rio São Francisco, em AL", 09/10/2019 12h08 , Alagoas 
https://g1.globo.com/natureza/noticia/2019/10/08/lista-de-praias-atingidas-pelas-manchas-de-oleo-no-nordeste.ghtml,Lista de praias atingidas pelas manchas de óleo no Nordeste, 08/10/2019 13h33 , Ibama 
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/09/trf-2-autoriza-viagem-de-temer-a-inglaterra-para-dar-palestras.ghtml,TRF-2 autoriza viagem de Temer à Inglaterra para dar palestras, 09/10/2019 18h10 , Michel Temer 
https://g1.globo.com/politica/noticia/2019/10/09/senado-aprova-mecanismo-para-facilitar-emprestimos-a-micro-e-pequenas-empresas.ghtml,Senado aprova mecanismo para facilitar empréstimos a micro e pequenas empresas, 09/10/2019 18h28 , Senado 
https://g1.globo.com/educacao/noticia/2019/10/09/9102019-e-palindromo-entenda-o-que-e-resolva-um-desafio-de-matematica.ghtml,"9/10/2019 é palíndromo: entenda o que é, e resolva um desafio de matemática ", 09/10/2019 16h39 ,Educação
https://g1.globo.com/mundo/noticia/2019/10/09/greve-nacional-no-equador-aumenta-pressao-sobre-lenin-moreno.ghtml,Greve nacional no Equador aumenta pressão sobre Lenín Moreno, 09/10/2019 15h31 ,Mundo
https://g1.globo.com/mundo/noticia/2019/10/09/equador-tem-diversos-focos-de-protestos-em-uma-semana-veja-mapa.ghtml,Equador tem diversos focos de protestos em uma semana; veja mapa, 09/10/2019 14h59 , Equador 
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml,EUA priorizam apoiar Argentina e Romênia para a OCDE; governo americano diz que também quer ingresso do Brasil no futuro, 10/10/2019 12h21 , Estados Unidos 
https://g1.globo.com/ciencia-e-saude/noticia/2019/10/10/brasileiro-com-cancer-terminal-tera-alta-apos-terapia-genetica-pioneira-obter-sucesso-pela-1a-vez-na-america-latina.ghtml,Brasileiro com câncer terminal terá alta após terapia genética pioneira obter sucesso pela 1ª vez na América Latina, 10/10/2019 20h01 , USP 
https://g1.globo.com/economia/noticia/2019/10/10/venezuela-nega-responsabilidade-por-petroleo-em-praias-do-brasil.ghtml,Venezuela diz que Salles é tendencioso ao culpar o país pelo óleo nas praias brasileiras, 10/10/2019 11h35 , ANP 
